SW63_5  1.0000 0.0000 0.0000 0.0544 0.6870 0.6525 0.1250 0.3750 0 1
SW63_6  0.0000 1.0000 1.0000 0.6525 0.2795 0.1007 0.0833 0.3333 1 0
SW64_0  0.5000 0.4000 0.0000 0.2500 0.1391 0.1411 1.0000 0.2000 0 1
SW64_1  1.0000 0.0000 0.0000 1.0000 0.7215 0.8778 0.0000 0.3333 0 1
SW64_2  1.0000 0.0000 0.0000 0.8778 0.9020 0.7078 0.0000 0.5000 0 1
SW64_3  0.5000 1.0000 0.7143 0.7078 0.1785 0.1024 1.0000 0.0000 1 0
SW64_4  0.0000 0.8750 1.0000 0.1024 0.2208 0.5520 0.0833 0.3333 0 1
SW64_5  0.0000 1.0000 0.4286 0.5520 0.1095 0.0290 1.0000 0.3333 1 0
SW65_0  0.5000 0.8000 0.2857 0.2500 0.8908 0.9941 0.5000 1.0000 0 1
SW65_1  1.0000 0.8125 1.0000 0.9941 0.4531 0.1266 1.0000 0.3333 1 0
SW65_2  0.0000 1.0000 1.0000 0.1266 0.1273 0.1458 0.5000 1.0000 0 1
SW65_3  1.0000 0.8000 0.2857 0.1458 0.6479 0.6923 0.5000 1.0000 0 1
SW65_4  1.0000 0.0000 0.0000 0.6923 0.7995 0.9375 0.5000 1.0000 0 1
SW65_5  1.0000 0.0000 1.0000 0.9375 0.2880 0.1852 0.5000 0.3333 1 0
SW65_6  0.0000 0.3750 1.0000 0.1852 0.3609 0.5528 0.5000 1.0000 0 1
SW65_7  1.0000 0.9375 1.0000 0.5528 0.7032 0.9284 0.5000 1.0000 0 1
SW65_8  1.0000 0.0000 1.0000 0.9284 0.2462 0.1344 0.0833 0.3333 1 0
SW66_0  1.0000 0.3750 1.0000 0.9301 0.2986 0.0827 1.0000 0.3333 1 0
SW66_1  0.0000 1.0000 0.7143 0.0827 0.0532 0.3177 0.5000 1.0000 0 1
SW66_2  0.1250 0.6000 0.1429 0.3177 0.1519 0.7026 0.0000 0.3000 0 1
SW66_3  0.5000 0.9375 1.0000 0.7026 0.3690 0.9492 0.5000 1.0000 0 1
SW66_4  1.0000 0.2000 0.0000 0.9492 0.3855 0.0789 0.8750 0.3750 1 0
SW66_5  0.0000 1.0000 1.0000 0.0789 0.0637 0.4071 0.3654 0.3077 0 1
SW66_6  0.0000 0.6000 0.1429 0.4071 0.4710 0.9556 0.5000 1.0000 0 1
SW66_7  1.0000 0.0000 0.0000 0.9556 0.8701 0.9671 0.5000 1.0000 0 1
SW66_8  1.0000 0.0000 1.0000 0.9671 0.4335 0.1331 1.0000 0.2857 1 0
SW67_0  0.5000 0.0000 1.0000 0.2500 0.1743 0.1065 0.6944 0.3333 1 0
SW67_1  0.0000 0.0000 1.0000 0.1065 0.6377 0.5860 0.0000 0.4000 0 1
SW67_2  0.8750 0.9375 1.0000 0.5860 0.1505 0.0685 0.5000 0.2500 1 0
SW67_3  0.0000 0.0000 1.0000 0.0685 0.3621 0.6646 0.5000 1.0000 0 1
SW67_4  1.0000 0.9375 1.0000 0.6646 0.1592 0.0667 0.5000 0.2500 1 0
SW68_0  0.0000 1.0000 0.8571 0.7284 0.2362 0.1519 0.5000 1.0000 1 0
SW68_1  0.0000 0.2000 0.0000 0.1519 0.4968 0.4707 0.1667 0.2500 0 1
SW68_2  0.0000 0.0000 0.0000 0.4707 0.1639 0.0769 0.5000 1.0000 0 1
SW68_3  1.0000 0.0000 0.0000 0.0769 0.1926 0.5418 0.5000 1.0000 0 1
SW68_4  1.0000 0.0000 0.0000 0.5418 0.4456 0.4353 0.5000 1.0000 0 1
SW68_5  1.0000 0.0000 0.0000 0.4353 0.2000 0.1384 0.5000 1.0000 0 1
SW68_6  1.0000 0.0000 0.0000 0.1384 0.9178 0.7758 0.0000 0.2500 0 1
